ym,kind,k,pred_q,pred_s,real_q,real_s,clima
2026-05,nowcast,12,0.05765548623710641,0.21650367975234985,0.40757784515775236,0.23167005381901307,0.511960052083949
2026-05,nowcast,13,0.04771185844012097,0.2467869520187378,0.40757784515775236,0.23167005381901307,0.511960052083949
2026-05,nowcast,14,0.021970429567637718,0.20152604579925537,0.40757784515775236,0.23167005381901307,0.511960052083949
2026-05,nowcast,15,0.019508818973089707,0.19955331087112427,0.40757784515775236,0.23167005381901307,0.511960052083949
2026-05,nowcast,16,0.04640196623417167,0.23372335731983185,0.40757784515775236,0.23167005381901307,0.511960052083949
2026-05,nowcast,17,0.013143829922947478,0.18157732486724854,0.40757784515775236,0.23167005381901307,0.511960052083949
2026-05,nowcast,18,0.026512339592509444,0.22731582820415497,0.40757784515775236,0.23167005381901307,0.511960052083949
2026-05,nowcast,19,0.3086056374880721,0.2954893112182617,0.40757784515775236,0.23167005381901307,0.511960052083949
2026-05,nowcast,20,0.2199068680335691,0.278631329536438,0.40757784515775236,0.23167005381901307,0.511960052083949
2026-06,projection,0,0.6265212772111719,NaN,0.9978787608476755,0.4961435699523159,0.5028247478957975
2026-06,nowcast,3,0.8119355788126129,0.3004664182662964,0.9978787608476755,0.4961435699523159,0.5028247478957975
2026-06,nowcast,4,0.7410380928951062,0.3501089811325073,0.9978787608476755,0.4961435699523159,0.5028247478957975
2026-06,nowcast,5,0.5585481541086044,0.3314426839351654,0.9978787608476755,0.4961435699523159,0.5028247478957975
2026-06,nowcast,6,0.5768337336919588,0.33173808455467224,0.9978787608476755,0.4961435699523159,0.5028247478957975
2026-06,nowcast,7,0.49928461548112857,0.3278719484806061,0.9978787608476755,0.4961435699523159,0.5028247478957975
2026-06,nowcast,8,0.17004379163243258,0.31414344906806946,0.9978787608476755,0.4961435699523159,0.5028247478957975
2026-06,nowcast,9,0.30940473378355865,0.31864675879478455,0.9978787608476755,0.4961435699523159,0.5028247478957975
2026-06,nowcast,10,0.3844648355156936,0.32979506254196167,0.9978787608476755,0.4961435699523159,0.5028247478957975
2026-06,nowcast,11,0.31131458881470153,0.33820849657058716,0.9978787608476755,0.4961435699523159,0.5028247478957975
2026-06,nowcast,12,0.4751139350455297,0.34959742426872253,0.9978787608476755,0.4961435699523159,0.5028247478957975
2026-06,nowcast,13,0.35430683387564066,0.34499767422676086,0.9978787608476755,0.4961435699523159,0.5028247478957975
2026-06,nowcast,14,0.5473878659804339,0.3468719720840454,0.9978787608476755,0.4961435699523159,0.5028247478957975
2026-06,nowcast,15,0.5097935684735692,0.34873101115226746,0.9978787608476755,0.4961435699523159,0.5028247478957975
2026-06,nowcast,16,0.5979506817763816,0.35201624035835266,0.9978787608476755,0.4961435699523159,0.5028247478957975
2026-06,nowcast,17,0.7739916148695208,0.38517916202545166,0.9978787608476755,0.4961435699523159,0.5028247478957975
2026-06,nowcast,18,0.7815664592905668,0.3955034017562866,0.9978787608476755,0.4961435699523159,0.5028247478957975
2026-06,nowcast,19,0.8022550901606099,0.3936581611633301,0.9978787608476755,0.4961435699523159,0.5028247478957975
2026-06,nowcast,20,0.756257191288986,0.38079988956451416,0.9978787608476755,0.4961435699523159,0.5028247478957975
2026-06,nowcast,21,0.8510274316008347,0.39354002475738525,0.9978787608476755,0.4961435699523159,0.5028247478957975
2026-07,projection,0,0.5386320692069896,NaN,0.001053971932503965,0.10925792282283453,0.5048205124933345
2026-07,nowcast,3,0.9989834254616904,0.5205296277999878,0.001053971932503965,0.10925792282283453,0.5048205124933345
2026-07,nowcast,4,0.9972708388752268,0.4974473714828491,0.001053971932503965,0.10925792282283453,0.5048205124933345
2026-07,nowcast,5,0.934238426944685,0.4035649597644806,0.001053971932503965,0.10925792282283453,0.5048205124933345
2026-07,nowcast,6,0.3092554353255944,0.3119942545890808,0.001053971932503965,0.10925792282283453,0.5048205124933345
2026-07,nowcast,7,0.6503692402730225,0.35137638449668884,0.001053971932503965,0.10925792282283453,0.5048205124933345
2026-07,nowcast,8,0.336411086101452,0.32508185505867004,0.001053971932503965,0.10925792282283453,0.5048205124933345
2026-07,nowcast,9,0.43886039064568927,0.3057013750076294,0.001053971932503965,0.10925792282283453,0.5048205124933345
2026-07,nowcast,10,0.617927782915036,0.3009940981864929,0.001053971932503965,0.10925792282283453,0.5048205124933345
2026-07,nowcast,11,0.5734908581743515,0.31105250120162964,0.001053971932503965,0.10925792282283453,0.5048205124933345
2026-07,nowcast,12,0.5226785269905821,0.29225626587867737,0.001053971932503965,0.10925792282283453,0.5048205124933345
2026-07,nowcast,13,0.5461549180522534,0.29099181294441223,0.001053971932503965,0.10925792282283453,0.5048205124933345
2026-07,nowcast,14,0.4495953337112897,0.2921169400215149,0.001053971932503965,0.10925792282283453,0.5048205124933345
2026-07,nowcast,15,0.3345359790857211,0.2793395519256592,0.001053971932503965,0.10925792282283453,0.5048205124933345
2026-07,nowcast,16,0.07166907412859262,0.2656353712081909,0.001053971932503965,0.10925792282283453,0.5048205124933345
2026-07,nowcast,17,0.11848446354172527,0.2533440589904785,0.001053971932503965,0.10925792282283453,0.5048205124933345
2026-07,nowcast,18,0.08210132266387293,0.25522708892822266,0.001053971932503965,0.10925792282283453,0.5048205124933345
2026-07,nowcast,19,0.055619562507296084,0.25599685311317444,0.001053971932503965,0.10925792282283453,0.5048205124933345
2026-07,nowcast,20,0.06325704562187598,0.24398484826087952,0.001053971932503965,0.10925792282283453,0.5048205124933345
2026-07,nowcast,21,0.04244904125154128,0.24189762771129608,0.001053971932503965,0.10925792282283453,0.5048205124933345
2026-07,nowcast,22,0.027435589219381603,0.23842062056064606,0.001053971932503965,0.10925792282283453,0.5048205124933345
2026-08,projection,0,0.506869117409632,NaN,0.9909277725918423,0.4771780974942103,0.5101760825115838
2026-08,nowcast,3,0.7679125618299438,0.36950308084487915,0.9909277725918423,0.4771780974942103,0.5101760825115838
2026-08,nowcast,4,0.21001651138258046,0.30895423889160156,0.9909277725918423,0.4771780974942103,0.5101760825115838
2026-08,nowcast,5,0.5872703447685794,0.36038288474082947,0.9909277725918423,0.4771780974942103,0.5101760825115838
2026-08,nowcast,6,0.8836753818277977,0.4038487672805786,0.9909277725918423,0.4771780974942103,0.5101760825115838
2026-08,nowcast,7,0.8267157719436243,0.39470940828323364,0.9909277725918423,0.4771780974942103,0.5101760825115838
2026-08,nowcast,8,0.8948904559911142,0.3994435966014862,0.9909277725918423,0.4771780974942103,0.5101760825115838
2026-08,nowcast,9,0.49359579921790087,0.37769538164138794,0.9909277725918423,0.4771780974942103,0.5101760825115838
2026-08,nowcast,10,0.7761245366308098,0.3954460322856903,0.9909277725918423,0.4771780974942103,0.5101760825115838
2026-08,nowcast,11,0.829461361482245,0.40096187591552734,0.9909277725918423,0.4771780974942103,0.5101760825115838
2026-08,nowcast,12,0.726678242490571,0.38625243306159973,0.9909277725918423,0.4771780974942103,0.5101760825115838
2026-08,nowcast,13,0.7853376606373818,0.38707172870635986,0.9909277725918423,0.4771780974942103,0.5101760825115838
2026-08,nowcast,14,0.8213203912480346,0.3953959047794342,0.9909277725918423,0.4771780974942103,0.5101760825115838
2026-08,nowcast,15,0.9499284153415876,0.43207162618637085,0.9909277725918423,0.4771780974942103,0.5101760825115838
2026-08,nowcast,16,0.9644630758372714,0.4448494613170624,0.9909277725918423,0.4771780974942103,0.5101760825115838
2026-08,nowcast,17,0.9756693088256679,0.4492685794830322,0.9909277725918423,0.4771780974942103,0.5101760825115838
2026-08,nowcast,18,0.9643411265354972,0.4438234865665436,0.9909277725918423,0.4771780974942103,0.5101760825115838
2026-08,nowcast,19,0.9666013131034611,0.4429961144924164,0.9909277725918423,0.4771780974942103,0.5101760825115838
2026-08,nowcast,20,0.7855556683334277,0.40983283519744873,0.9909277725918423,0.4771780974942103,0.5101760825115838
