seq,year,month,ym,origin_ym,q,q_prev,q_prev2,calendar_p,global_p,component_crossed,bic_advantage_2,log_rv_1,log_rv_3,log_rv_12,log_range_var_1,jump_share_1,semivar_imbalance_1,p_global,p_calendar,p_calendar_calibrated,p_persistence,p_markov,p_seasonal_markov,p_logistic,p_cyclic,p_month_pool,p_multiscale,p_cyclic_multiscale,p_month_pool_multiscale,seasonal_strength,logistic_penalty,cyclic_penalty,month_pool_penalty,multiscale_penalty,cyclic_multiscale_penalty,month_pool_multiscale_penalty
109,2016,8,2016-08,2016-07,0.9137597438314622,0.013245601182714164,0.9919889627894894,0.7382984307112,0.5230359870179675,false,22.906876373678415,-6.457413062700185,-6.023594334211852,-6.146342553655749,-6.2585754756433705,0.2008410633021895,0.12789302684732087,0.5230359870179675,0.7382984307112,0.5595724288625046,0.013245601182714164,0.5341608206803823,0.5492893291938375,0.3962663443184727,0.5471740400896873,0.5533676169479582,0.38510663170587695,0.53979336264255,0.5458181452027085,24.0,0.01,100.0,100.0,1.0,100.0,100.0
110,2016,9,2016-09,2016-08,1.3779085657586205e-10,0.9137597438314622,0.013245601182714164,0.6754411429350565,0.5292379514118325,false,22.9873007543257,-7.08896534582942,-6.123967277171109,-6.169160662196287,-6.772486481451314,0.4210978116987577,0.6391343267843986,0.5292379514118325,0.6754411429350565,0.5552642283407615,0.9137597438314622,0.5020039997806852,0.5366506940976922,0.6566758944114981,0.5528395455977021,0.6378198980223596,0.5400255975414584,0.7723373032630421,0.9111627653896126,12.0,0.1,10.0,10.0,10.0,1.0,0.1
111,2016,10,2016-10,2016-09,1.3137492166179965e-8,1.3779085657586205e-10,0.9137597438314622,0.31511174048656737,0.5209686084231756,false,23.61824154104022,-6.972970857919018,-6.800404382743591,-6.191241042631237,-6.907035312827814,0.3138822659016626,0.38428589754115,0.5209686084231756,0.31511174048656737,0.4703416971830151,1e-6,0.5455271590678765,0.5171199237361738,0.5101294131321725,0.4202195623713608,0.36629767518624706,0.45842021107303194,0.4061313477445772,0.3412529358692112,24.0,100.0,10.0,10.0,10.0,10.0,10.0
112,2016,11,2016-11,2016-10,0.9999668336023102,1.3137492166179965e-8,1.3779085657586205e-10,0.5040201802987249,0.5129537069572421,false,25.542400091563536,-6.4893690001431805,-6.8152875965529365,-6.1874128392638035,-6.7138067826822505,0.7474623331765697,0.7606405714635605,0.5129537069572421,0.5040201802987249,0.4995660396757766,1e-6,0.528018750156822,0.6140226806608393,0.6257772165207197,0.38765812746614503,0.5041895424496532,0.44029512485665084,0.359952372584366,0.46146431439077956,2.0,1.0,1.0,10.0,10.0,10.0,10.0
113,2016,12,2016-12,2016-11,0.7459562769752204,0.9999668336023102,1.3137492166179965e-8,0.4454519108028296,0.5203326937245916,false,27.273051912730466,-6.090437929287142,-6.454391402631524,-6.141126749206177,-5.6871694716778425,0.28889047703529114,0.730280696449725,0.5203326937245916,0.4454519108028296,0.49453992201760066,0.9999668336023102,0.4843109893225269,0.37894989869905865,0.5111686524628114,0.5775312624210028,0.4625440870371819,0.5404029690779003,0.531455105073795,0.4019066080630729,6.0,0.01,10.0,10.0,1.0,1.0,0.1
114,2017,1,2017-01,2016-12,0.9900389864239186,0.7459562769752204,0.9999668336023102,0.6964286241117991,0.5237002098925114,false,27.843043009777148,-7.029229466312411,-6.465307329361086,-6.190048881494713,-6.610805397715227,0.22787973445665535,0.2382915066463158,0.5237002098925114,0.6964286241117991,0.5551198767234937,0.7459562769752204,0.5047432094521419,0.5179882540799429,0.4756094319401411,0.643929365127199,0.6538289814827586,0.44010361563461053,0.5332563761986027,0.5661912329175676,24.0,0.01,10.0,10.0,10.0,1.0,10.0
115,2017,2,2017-02,2017-01,0.9932349319128959,0.9900389864239186,0.7459562769752204,0.7490863107929284,0.5305581330767968,false,26.843981007552088,-6.783363931810094,-6.551832969005928,-6.206316255987949,-6.69814866712233,0.1876668969669471,0.3629704753737057,0.5305581330767968,0.7490863107929284,0.5817049939468456,0.9900389864239186,0.5026992059848414,0.5883564579152463,0.5453261272800098,0.6048356248483344,0.6956841381753599,0.5114188426436116,0.5292585902598798,0.6477047148287598,6.0,1.0,1.0,10.0,100.0,1.0,10.0
116,2017,3,2017-03,2017-02,0.015817171751362404,0.9932349319128959,0.9900389864239186,0.23825213988869018,0.5372635939294939,false,27.863490851110782,-7.366085107979631,-7.03165255854164,-6.364493555117906,-7.0584573021568096,0.24245299514533217,0.3736368579586192,0.5372635939294939,0.23825213988869018,0.4426511780440558,0.9932349319128959,0.515758762053795,0.3947161290469364,0.39400144807723153,0.4258156067223397,0.31181925384641335,0.44176732451046175,0.1740162694358184,0.0650871404286934,6.0,0.1,10.0,10.0,10.0,1.0,0.1
117,2017,4,2017-04,2017-03,0.0007483209824407627,0.015817171751362404,0.9932349319128959,0.11106170891360245,0.5298143593269492,false,27.282690717403284,-6.939600819130071,-7.000801543499072,-6.470056930323898,-6.991140396854176,0.3050083755831013,0.0809254624686603,0.5298143593269492,0.11106170891360245,0.3535437931037813,0.015817171751362404,0.5455336036506573,0.20758271907049183,0.2819795602421421,0.20697776461006054,0.06924138921854195,0.2923908201377362,0.06826002338707134,0.012945315248699046,2.0,0.01,1.0,1.0,1.0,1.0,0.1
118,2017,5,2017-05,2017-04,0.12639768718806968,0.0007483209824407627,0.015817171751362404,0.5409525396006372,0.5223627249840688,false,27.30377174018031,-7.386216150341638,-7.208530885749508,-6.55611818010966,-7.271075506127741,0.4014229302151451,0.2993700662245077,0.5223627249840688,0.5409525396006372,0.5230568110305385,0.0007483209824407627,0.5301396674983391,0.5327349322156537,0.6042019539013664,0.28751554702032517,0.5465754375657587,0.4461829524773852,0.18180948930393795,0.29834513166206866,2.0,0.01,1.0,1.0,1.0,1.0,0.1
119,2017,6,2017-06,2017-05,0.9589507535565298,0.12639768718806968,0.0007483209824407627,0.5818627448835858,0.5168632105702353,false,27.255268700151532,-6.705729117838632,-6.972374611507136,-6.574100782901633,-6.954891321765606,0.3086057472222676,0.03394446672623752,0.5168632105702353,0.5818627448835858,0.5326655809552128,0.12639768718806968,0.5163740809258748,0.5184476782290736,0.5367009008598869,0.573114583729686,0.5667713754042911,0.45531552114933166,0.36882464738760345,0.3634483637614244,6.0,10.0,1.0,10.0,10.0,1.0,0.1
120,2017,7,2017-07,2017-06,0.9670362418041403,0.9589507535565298,0.12639768718806968,0.621775193508608,0.5229192043097738,false,27.8832183571551,-7.2974024121148755,-7.08174668175714,-6.807617421569205,-7.023958320867256,0.18854360412698118,0.16698088850396645,0.5229192043097738,0.621775193508608,0.5549772369224668,0.9589507535565298,0.5047065582980411,0.5410880110160164,0.6333866809476478,0.7828710321206847,0.551180854257995,0.49948000859008335,0.6828294728794295,0.508997330445752,6.0,0.01,1.0,10.0,100.0,10.0,10.0
121,2017,8,2017-08,2017-07,0.997080711852209,0.9670362418041403,0.9589507535565298,0.7633643325855234,0.5289207858975354,false,28.97758666298546,-7.103317968285052,-7.0044322572424,-6.865542074746115,-7.127790225323818,0.35914766391077485,0.029760401611798944,0.5289207858975354,0.7633643325855234,0.625872810036992,0.9670362418041403,0.5156270680794663,0.6808380882880444,0.5580670479354022,0.7431487554688594,0.7062793022934294,0.4779508735286629,0.6309337300538645,0.7715658903114513,2.0,0.01,1.0,10.0,10.0,1.0,0.1
122,2017,9,2017-09,2017-08,0.9857801481392165,0.997080711852209,0.9670362418041403,0.5789495511068757,0.5351629182435977,false,30.310179656173773,-7.000406213995861,-7.126251629783696,-6.859389509984702,-6.851135595425109,0.23450228024850822,0.5370934990393059,0.5351629182435977,0.5789495511068757,0.5514235876088044,0.997080711852209,0.526909169617475,0.52076353913238,0.48669554941570536,0.524019576581402,0.5883795534414621,0.5190666491977001,0.5230033040209517,0.595176429997745,2.0,1.0,1.0,1.0,100.0,1.0,0.1
123,2017,10,2017-10,2017-09,3.5808861816641682e-9,0.9857801481392165,0.997080711852209,0.2700957794366995,0.5410920923211716,false,31.545843408084806,-6.74312578566651,-6.93723914226477,-6.840350205580347,-6.960236477727261,0.1691723515473697,0.3630531160964073,0.5410920923211716,0.2700957794366995,0.41771765937701505,0.9857801481392165,0.5380470476632597,0.42973889786573777,0.39595282461957637,0.3733098451209538,0.24671963946480596,0.5382349545293778,0.4375055011370622,0.32816743123944087,2.0,1.0,1.0,1.0,100.0,1.0,0.1
124,2017,11,2017-11,2017-10,0.32034793559368346,3.5808861816641682e-9,0.9857801481392165,0.574869702199237,0.5340649223375316,false,32.603102747756566,-7.445213734069226,-7.022530692650283,-6.916000157175881,-7.285497834588035,0.11416784291566606,0.16103171418730639,0.5340649223375316,0.574869702199237,0.5520376660969648,1e-6,0.5301111025391042,0.6730496761411862,0.5390508533101509,0.4193734478947459,0.583853540364366,0.5066416068288763,0.6101876752547934,0.6947344840519858,2.0,0.01,1.0,1.0,100.0,1.0,1.0
125,2017,12,2017-12,2017-11,4.589729111572487e-6,0.32034793559368346,3.5808861816641682e-9,0.4883811059703139,0.5313249609690207,false,34.292565127191324,-7.133588349326771,-7.065954641785255,-7.0475057372425995,-7.161690819233365,0.22860927015774207,0.0036804215483015575,0.5313249609690207,0.4883811059703139,0.5087664328941288,0.32034793559368346,0.5246869350256984,0.5425241360621313,0.5589907482427369,0.6464966109616191,0.49872335367702714,0.5221985979926992,0.6238930944397479,0.574152602093601,6.0,1.0,1.0,10.0,100.0,10.0,1.0
126,2018,1,2018-01,2017-12,0.9892066585333122,4.589729111572487e-6,0.32034793559368346,0.7383729615849591,0.5245993866495282,false,34.78464244705424,-7.432050029567668,-7.326277664456565,-7.076049556083601,-7.443378647080731,0.2838693781376955,0.05561472088881048,0.5245993866495282,0.7383729615849591,0.6253316119740948,4.589729111572487e-6,0.5147278995311573,0.7341021158032338,0.6602182189722668,0.6599795422372516,0.7642028320995372,0.48692542322201965,0.6551386660990755,0.7989457748828929,2.0,1.0,10.0,1.0,100.0,10.0,1.0
